model,universe,target,strategy,spread_mult,borrow_mult,net_sharpe,ann_return,max_drawdown,spread_cost,borrow_cost
lgbm,index_kr,intraday,index_threshold,0.5,1.0,0.3576748138029316,0.02694158845702796,-0.15398691671147047,0.0722,0.003869047619047619
lgbm,index_kr,intraday,index_threshold,1.0,1.0,0.19904889503822285,0.014987317760575908,-0.16998691671147048,0.1444,0.003869047619047619
lgbm,index_kr,intraday,index_threshold,1.5,1.0,0.040285241057852,0.00303304706412388,-0.1859869167114706,0.21660000000000001,0.003869047619047619
lgbm,index_kr,intraday,index_threshold,2.0,1.0,-0.11846291445380537,-0.008921223632328161,-0.20198691671147043,0.2888,0.003869047619047619
lgbm,index_kr,cc,index_threshold,0.5,1.0,1.0047662970156952,0.11821818183323236,-0.16855468700341295,0.07400000000000001,0.002619047619047619
lgbm,index_kr,cc,index_threshold,1.0,1.0,0.9013183142769234,0.10596588222745049,-0.18713994414433058,0.14800000000000002,0.002619047619047619
lgbm,index_kr,cc,index_threshold,1.5,1.0,0.7976055053714659,0.09371358262166862,-0.22081385396399317,0.22199999999999998,0.002619047619047619
lgbm,index_kr,cc,index_threshold,2.0,1.0,0.6936688667099755,0.08146128301588676,-0.25981385396399315,0.29600000000000004,0.002619047619047619
tcn,main_hk,gap,tercile_ls,0.5,1.0,-0.713894940801517,-0.08597705840760625,-0.6362243309294032,1.318833630952381,0.21765873015873016
tcn,main_hk,gap,tercile_ls,1.0,1.0,-2.8343909882095657,-0.34670606113532704,-2.1228630008097746,2.637667261904762,0.21765873015873016
tcn,main_hk,gap,tercile_ls,1.5,1.0,-4.840357658791048,-0.6074350638630481,-3.687328188565878,3.9565008928571443,0.21765873015873016
tcn,main_hk,gap,tercile_ls,2.0,1.0,-6.685510086371153,-0.8681640665907687,-5.2591079442268,5.275334523809524,0.21765873015873016
tcn,main_hk,intraday,tercile_ls,0.5,1.0,-0.9449486209758242,-0.2158037175772898,-1.5162695625243872,1.2921684523809525,0.21765873015873016
