date,market,ticker,adv_usd,rank
2019-03-04,KR,034220.KS,28816461.042782538,5
2019-03-04,KR,032640.KQ,26502359.62144642,6
2019-03-04,KR,086790.KS,21514219.159237258,7
2019-03-04,KR,047810.KS,15428119.642889306,8
2019-03-04,KR,122870.KQ,12282443.03131197,9
2019-03-04,KR,020150.KQ,12262949.55896132,10
2019-03-04,KR,180640.KQ,12060609.74113186,11
2019-03-04,KR,035900.KQ,11343461.013449322,12
2019-03-04,KR,003490.KS,11210582.71279429,13
2019-03-04,KR,034020.KS,10599981.820635812,14
2019-03-04,KR,002790.KS,9958238.763807273,15
2019-03-04,KR,192250.KQ,7658635.138441538,16
2019-03-04,KR,024110.KS,6758154.779274775,17
2019-03-04,KR,218410.KS,5574320.045402227,18
2019-03-04,KR,036460.KQ,4966049.7139771795,19
2019-03-04,KR,069960.KQ,4802398.624150905,20
2019-03-04,KR,000990.KS,4169938.5377638554,21
2019-03-04,KR,114090.KQ,4049440.3819956384,22
2019-03-04,KR,030000.KS,3750238.933762116,23
2019-03-04,KR,138930.KS,2969371.7702014805,24
2019-03-04,KR,053800.KQ,2702560.3070466695,25
2019-03-04,KR,060150.KQ,1590369.4774436094,26
2019-03-04,KR,194700.KQ,1235397.3775279755,27
2019-03-04,KR,030520.KQ,1233418.866201172,28
2019-03-04,KR,052790.KQ,1102268.6578947369,29
2019-03-04,KR,067000.KQ,968452.7327750161,30
2019-04-01,KR,215600.KQ,97390732.5,1
2019-04-01,KR,009150.KS,74107598.05147615,2
2019-04-01,KR,005380.KS,38389638.71501762,3
2019-04-01,KR,012330.KS,29303484.08316201,4
2019-04-01,KR,034220.KS,22887554.121993367,5
2019-04-01,KR,122870.KQ,18520011.690051988,6
2019-04-01,KR,035900.KQ,16468346.735488724,7
2019-04-01,KR,086790.KS,15949156.06281485,8
2019-04-01,KR,032640.KQ,13723255.79335754,9
2019-04-01,KR,180640.KQ,13266339.322634518,10
2019-04-01,KR,003490.KS,13078519.870909892,11
2019-04-01,KR,020150.KQ,11455028.164323162,12
2019-04-01,KR,047810.KS,11411949.475924872,13
2019-04-01,KR,034020.KS,8318342.416410801,14
2019-04-01,KR,002790.KS,6625722.475669202,15
2019-04-01,KR,036460.KQ,5881205.764719807,16
2019-04-01,KR,024110.KS,5561684.735274467,17
2019-04-01,KR,218410.KS,5557148.622343163,18
2019-04-01,KR,192250.KQ,5469522.488976408,19
2019-04-01,KR,194700.KQ,5358846.195619199,20
2019-04-01,KR,060150.KQ,4867016.813533835,21
2019-04-01,KR,069960.KQ,4646060.985714286,22
2019-04-01,KR,030000.KS,4243860.269129759,23
2019-04-01,KR,138930.KS,3470432.700898108,24
2019-04-01,KR,114090.KQ,2974866.166021425,25
2019-04-01,KR,000990.KS,2494731.7506932123,26
2019-04-01,KR,053800.KQ,2084338.9064069844,27
2019-04-01,KR,030520.KQ,1108915.2760764584,28
2019-04-01,KR,078890.KQ,830525.822679893,29
2019-04-01,KR,052790.KQ,575501.0056390978,30
2019-05-02,KR,180640.KQ,161944802.9911165,1
2019-05-02,KR,009150.KS,97557335.4560955,2
2019-05-02,KR,005380.KS,44880219.2464738,3
2019-05-02,KR,003490.KS,32381343.600482773,4
2019-05-02,KR,012330.KS,31491373.058084477,5
2019-05-02,KR,034220.KS,26289616.116539665,6
2019-05-02,KR,215600.KQ,22942091.582706768,7
2019-05-02,KR,036540.KQ,17140737.261654135,8
2019-05-02,KR,192250.KQ,16532376.457019757,9
2019-05-02,KR,032640.KQ,14670015.821000647,10
2019-05-02,KR,086790.KS,13726411.619425591,11
2019-05-02,KR,060150.KQ,12587780.222180452,12
2019-05-02,KR,218410.KS,11018609.51309475,13
2019-05-02,KR,035900.KQ,10864563.644955577,14
2019-05-02,KR,002790.KS,9310121.176793937,15
2019-05-02,KR,036460.KQ,9112566.927020092,16
2019-05-02,KR,122870.KQ,7868875.3438157905,17
2019-05-02,KR,000990.KS,7012726.34022373,18
2019-05-02,KR,020150.KQ,6817422.622256814,19
2019-05-02,KR,047810.KS,6412322.715745713,20
2019-05-02,KR,034020.KS,6152529.4395253025,21
2019-05-02,KR,053800.KQ,3992472.463181831,22
2019-05-02,KR,114090.KQ,3385011.0746705392,23
2019-05-02,KR,024110.KS,3360144.1033895537,24
2019-05-02,KR,069960.KQ,3059294.9091141922,25
2019-05-02,KR,030000.KS,2942088.33834168,26
2019-05-02,KR,194700.KQ,2644694.585911287,27
2019-05-02,KR,138930.KS,2388562.2220615014,28
2019-05-02,KR,078890.KQ,1819641.9416174782,29
2019-05-02,KR,030520.KQ,1740888.181267182,30
2019-06-03,KR,180640.KQ,67280146.55969293,1
2019-06-03,KR,009150.KS,58823477.51739162,2
2019-06-03,KR,005380.KS,48121946.69783042,3
2019-06-03,KR,036540.KQ,33346505.94304512,4
2019-06-03,KR,218410.KS,30398244.672588486,5
2019-06-03,KR,012330.KS,30068538.642565794,6
2019-06-03,KR,215600.KQ,26506514.740601502,7
2019-06-03,KR,034220.KS,22483001.020837016,8
2019-06-03,KR,032640.KQ,18572048.41129248,9
2019-06-03,KR,086790.KS,16634606.295435414,10
2019-06-03,KR,060150.KQ,11262536.97744361,11
2019-06-03,KR,003490.KS,10736913.075978547,12
2019-06-03,KR,047810.KS,8851403.760899395,13
2019-06-03,KR,020150.KQ,7429614.177813455,14
2019-06-03,KR,036460.KQ,7328696.4320149515,15
2019-06-03,KR,035900.KQ,7225051.791923389,16
2019-06-03,KR,122870.KQ,6602256.033021837,17
2019-06-03,KR,000990.KS,6426334.2342205485,18
2019-06-03,KR,192250.KQ,6387026.512020456,19
2019-06-03,KR,002790.KS,6200930.992517476,20
2019-06-03,KR,034020.KS,5952363.369790479,21
2019-06-03,KR,024110.KS,4403643.811579205,22
2019-06-03,KR,069960.KQ,3856716.100699895,23
2019-06-03,KR,030000.KS,3676554.7835403695,24
2019-06-03,KR,078890.KQ,2648250.7215826185,25
2019-06-03,KR,053800.KQ,2583643.872267975,26
2019-06-03,KR,138930.KS,2539830.141357771,27
2019-06-03,KR,114090.KQ,2529149.8581620064,28
2019-06-03,KR,053280.KQ,1125583.1700130422,29
2019-06-03,KR,194700.KQ,1123892.0572414682,30
2019-07-01,KR,009150.KS,53127374.669319786,1
2019-07-01,KR,180640.KQ,46691308.01491285,2
2019-07-01,KR,005380.KS,35277544.843476854,3
2019-07-01,KR,086790.KS,27268708.816271365,4
2019-07-01,KR,012330.KS,26932408.84926163,5
2019-07-01,KR,215600.KQ,24133483.270676695,6
2019-07-01,KR,034220.KS,20977253.98014179,7
2019-07-01,KR,036540.KQ,20620411.590413533,8
2019-07-01,KR,218410.KS,17057384.288262237,9
2019-07-01,KR,020150.KQ,10253390.878226768,10
2019-07-01,KR,003490.KS,10229930.004001116,11
2019-07-01,KR,032640.KQ,8600781.526042756,12
2019-07-01,KR,000990.KS,7106174.563810395,13
2019-07-01,KR,122870.KQ,7040529.38580438,14
2019-07-01,KR,047810.KS,6836237.281865236,15
2019-07-01,KR,034020.KS,5793289.698476197,16
2019-07-01,KR,060150.KQ,5753226.090977443,17
2019-07-01,KR,192250.KQ,5159256.5947038,18
2019-07-01,KR,036460.KQ,4752570.072769767,19
2019-07-01,KR,035900.KQ,4735212.971851504,20
2019-07-01,KR,002790.KS,4312540.490137747,21
2019-07-01,KR,024110.KS,3954802.7572794305,22
2019-07-01,KR,078890.KQ,3858505.981063315,23
2019-07-01,KR,069960.KQ,3430976.519571781,24
2019-07-01,KR,138930.KS,3037359.616035854,25
2019-07-01,KR,030000.KS,3030691.0139138866,26
2019-07-01,KR,053800.KQ,2595480.681870448,27
2019-07-01,KR,114090.KQ,1909492.4794219187,28
2019-07-01,KR,194700.KQ,1116437.3372467547,29
2019-07-01,KR,083930.KQ,1114587.899910384,30
2019-08-01,KR,009150.KS,57439166.9283541,1
2019-08-01,KR,215600.KQ,41348242.9868421,2
2019-08-01,KR,005380.KS,40552851.28551985,3
2019-08-01,KR,012330.KS,27788619.46366953,4
2019-08-01,KR,034220.KS,21249078.37864324,5
2019-08-01,KR,086790.KS,18346598.58847054,6
2019-08-01,KR,180640.KQ,15082466.068756828,7
2019-08-01,KR,218410.KS,14111867.738111854,8
2019-08-01,KR,020150.KQ,10755719.825392682,9
2019-08-01,KR,032640.KQ,8508189.805367425,10
2019-08-01,KR,047810.KS,8405500.740880081,11
2019-08-01,KR,036540.KQ,8007295.607142856,12
2019-08-01,KR,003490.KS,7995673.491896587,13
2019-08-01,KR,000990.KS,7173692.668160794,14
2019-08-01,KR,078890.KQ,6704812.771282233,15
2019-08-01,KR,035900.KQ,6303631.973492497,16
2019-08-01,KR,002790.KS,6211054.080084293,17
2019-08-01,KR,036460.KQ,5530352.387422022,18
2019-08-01,KR,034020.KS,5136698.970805682,19
2019-08-01,KR,122870.KQ,4344251.213654179,20
2019-08-01,KR,024110.KS,3705079.4816449573,21
2019-08-01,KR,030000.KS,3349323.4040823984,22
2019-08-01,KR,067000.KQ,2995072.2310662065,23
2019-08-01,KR,069960.KQ,2688613.382069138,24
2019-08-01,KR,053800.KQ,2391487.692537888,25
2019-08-01,KR,060150.KQ,2337377.248872181,26
2019-08-01,KR,114090.KQ,2308313.1341633876,27
2019-08-01,KR,138930.KS,1933830.6611376032,28
2019-08-01,KR,052790.KQ,1735275.4530075188,29
2019-08-01,KR,192250.KQ,1366932.4168517608,30
2019-09-02,KR,215600.KQ,126779521.9906015,1
2019-09-02,KR,009150.KS,46375039.575883165,2
2019-09-02,KR,005380.KS,42384008.719481036,3
2019-09-02,KR,012330.KS,33613796.40310974,4
2019-09-02,KR,034220.KS,22663602.223597974,5
2019-09-02,KR,086790.KS,18123673.855830524,6
2019-09-02,KR,020150.KQ,15371587.314690877,7
2019-09-02,KR,047810.KS,14396763.664472217,8
2019-09-02,KR,218410.KS,12568840.957988795,9
2019-09-02,KR,032640.KQ,10281764.155851152,10
2019-09-02,KR,180640.KQ,10273412.775992204,11
2019-09-02,KR,003490.KS,8079881.519968575,12
2019-09-02,KR,036540.KQ,7867628.573496242,13
2019-09-02,KR,035900.KQ,6912863.199897572,14
2019-09-02,KR,000990.KS,5287705.442412036,15
2019-09-02,KR,024110.KS,5020031.827665171,16
2019-09-02,KR,036460.KQ,4767883.811888437,17
2019-09-02,KR,002790.KS,4662894.629340196,18
2019-09-02,KR,034020.KS,4570779.985413149,19
2019-09-02,KR,122870.KQ,4024465.322150568,20
2019-09-02,KR,053800.KQ,3901932.987876528,21
2019-09-02,KR,030000.KS,3769448.1394933625,22
2019-09-02,KR,138930.KS,3558480.3580111535,23
2019-09-02,KR,069960.KQ,3256708.6557978443,24
2019-09-02,KR,078890.KQ,2676154.773580625,25
2019-09-02,KR,060150.KQ,1993289.029699248,26
2019-09-02,KR,114090.KQ,1825268.023048417,27
2019-09-02,KR,194700.KQ,1053794.6053882022,28
2019-09-02,KR,192250.KQ,934711.4084087906,29
2019-09-02,KR,030520.KQ,661094.2256562426,30
2019-10-01,KR,009150.KS,61334788.05335556,1
2019-10-01,KR,005380.KS,41209539.202254176,2
2019-10-01,KR,218410.KS,38982628.28864457,3
2019-10-01,KR,215600.KQ,36850627.25827067,4
2019-10-01,KR,012330.KS,35032193.75570784,5
2019-10-01,KR,034220.KS,22111195.75146617,6
2019-10-01,KR,086790.KS,19952273.400949247,7
2019-10-01,KR,047810.KS,13554421.87215901,8
2019-10-01,KR,020150.KQ,11638470.8709748,9
2019-10-01,KR,032640.KQ,9671866.91045256,10
2019-10-01,KR,034020.KS,8940041.424459256,11
2019-10-01,KR,035900.KQ,8694329.769739192,12
2019-10-01,KR,003490.KS,7401820.377408731,13
2019-10-01,KR,180640.KQ,6624215.610483582,14
2019-10-01,KR,053800.KQ,6133503.082180744,15
2019-10-01,KR,024110.KS,5680872.898932593,16
2019-10-01,KR,101000.KQ,5435219.923809524,17
2019-10-01,KR,122870.KQ,4734479.743035642,18
2019-10-01,KR,000990.KS,4226091.409183542,19
2019-10-01,KR,002790.KS,4188397.79704711,20
2019-10-01,KR,036540.KQ,4012785.2714285715,21
2019-10-01,KR,138930.KS,3731551.1734243208,22
2019-10-01,KR,036460.KQ,3692761.147219073,23
2019-10-01,KR,069960.KQ,3043073.6052590464,24
2019-10-01,KR,060150.KQ,3004602.293233083,25
2019-10-01,KR,030000.KS,3004152.573952068,26
2019-10-01,KR,078890.KQ,2415219.2847725633,27
2019-10-01,KR,114090.KQ,1669265.8492712495,28
2019-10-01,KR,194700.KQ,861642.7365196928,29
2019-10-01,KR,083930.KQ,780696.5548703119,30
2019-11-01,KR,215600.KQ,285890160.90789473,1
2019-11-01,KR,009150.KS,64030134.135708705,2
2019-11-01,KR,005380.KS,40748840.023545,3
2019-11-01,KR,012330.KS,35256707.02339697,4
2019-11-01,KR,218410.KS,19940536.912442878,5
2019-11-01,KR,086790.KS,18284512.78735469,6
2019-11-01,KR,034220.KS,15674609.1458886,7
2019-11-01,KR,036540.KQ,12785759.902631577,8
2019-11-01,KR,020150.KQ,9533044.700534835,9
2019-11-01,KR,002790.KS,8028576.634397909,10
2019-11-01,KR,180640.KQ,7774817.226712069,11
2019-11-01,KR,047810.KS,7719024.46750426,12
2019-11-01,KR,024110.KS,7502581.825983502,13
2019-11-01,KR,003490.KS,7377737.456196765,14
2019-11-01,KR,035900.KQ,6875684.686258664,15
2019-11-01,KR,032640.KQ,6835240.8071130095,16
2019-11-01,KR,122870.KQ,5384654.648825042,17
2019-11-01,KR,053800.KQ,4423566.899363251,18
2019-11-01,KR,034020.KS,3959681.5426798193,19
2019-11-01,KR,000990.KS,3878030.5817862647,20
2019-11-01,KR,030000.KS,3803427.698762997,21
2019-11-01,KR,036460.KQ,3546375.920525141,22
2019-11-01,KR,138930.KS,2705211.89113463,23
2019-11-01,KR,078890.KQ,2471861.0236725174,24
2019-11-01,KR,069960.KQ,2155315.540964815,25
2019-11-01,KR,114090.KQ,1628866.3425093251,26
2019-11-01,KR,052790.KQ,1535964.323308271,27
2019-11-01,KR,041590.KQ,1319709.5194605961,28
2019-11-01,KR,060150.KQ,1227686.6958646618,29
2019-11-01,KR,101000.KQ,1173724.170676692,30
2019-12-02,KR,215600.KQ,80706928.7575188,1
2019-12-02,KR,005380.KS,48706134.4980037,2
2019-12-02,KR,012330.KS,42128287.880280785,3
2019-12-02,KR,009150.KS,35722854.79965225,4
2019-12-02,KR,034220.KS,18345002.186773308,5
2019-12-02,KR,086790.KS,15540905.582167307,6
2019-12-02,KR,036540.KQ,11752063.742857143,7
2019-12-02,KR,032640.KQ,11311259.26819762,8
2019-12-02,KR,020150.KQ,10778010.409073368,9
2019-12-02,KR,218410.KS,10471951.011021499,10
2019-12-02,KR,002790.KS,10396679.314579125,11
2019-12-02,KR,180640.KQ,9741796.922278184,12
2019-12-02,KR,024110.KS,8107708.81070621,13
2019-12-02,KR,003490.KS,7765482.307126264,14
2019-12-02,KR,035900.KQ,6895170.628044012,15
2019-12-02,KR,047810.KS,5936268.192257254,16
2019-12-02,KR,000990.KS,4663254.234312625,17
2019-12-02,KR,036460.KQ,4500475.819107364,18
2019-12-02,KR,069960.KQ,3862860.6300091045,19
2019-12-02,KR,060150.KQ,3783605.0015037595,20
2019-12-02,KR,053800.KQ,3662543.3480672874,21
2019-12-02,KR,034020.KS,3587285.668379678,22
2019-12-02,KR,122870.KQ,3394590.606892402,23
2019-12-02,KR,138930.KS,2762347.383529705,24
2019-12-02,KR,030000.KS,2573461.154138863,25
2019-12-02,KR,041590.KQ,2484531.986839233,26
2019-12-02,KR,030520.KQ,2231913.8650629628,27
2019-12-02,KR,114090.KQ,1651077.8441348246,28
2019-12-02,KR,078890.KQ,1533612.5777912065,29
2019-12-02,KR,053280.KQ,705321.9835346148,30
2020-01-02,KR,005380.KS,87428580.44825484,1
2020-01-02,KR,180640.KQ,77546317.22626367,2
2020-01-02,KR,009150.KS,47518111.5414603,3
2020-01-02,KR,012330.KS,43739226.572559915,4
2020-01-02,KR,036540.KQ,26674037.890225563,5
2020-01-02,KR,034220.KS,25339901.812468868,6
2020-01-02,KR,041590.KQ,24135963.087686397,7
2020-01-02,KR,215600.KQ,18086946.740601502,8
2020-01-02,KR,086790.KS,17234667.95814358,9
2020-01-02,KR,000990.KS,15174480.570074236,10
2020-01-02,KR,024110.KS,10566157.795728255,11
2020-01-02,KR,003490.KS,10186294.14003172,12
2020-01-02,KR,218410.KS,9882383.472611314,13
2020-01-02,KR,032640.KQ,9462225.113452112,14
2020-01-02,KR,020150.KQ,9047533.32438616,15
2020-01-02,KR,047810.KS,7256260.42671361,16
2020-01-02,KR,002790.KS,6104195.071695254,17
2020-01-02,KR,034020.KS,4684055.1195066525,18
2020-01-02,KR,035900.KQ,4326704.801850843,19
2020-01-02,KR,036460.KQ,4198621.218928058,20
2020-01-02,KR,053800.KQ,3818451.459396,21
2020-01-02,KR,069960.KQ,3532145.489572662,22
2020-01-02,KR,138930.KS,3388141.210937978,23
2020-01-02,KR,060150.KQ,2966519.506390978,24
2020-01-02,KR,122870.KQ,2491632.8804462086,25
2020-01-02,KR,030000.KS,2490952.975119464,26
2020-01-02,KR,114090.KQ,1640080.901953125,27
2020-01-02,KR,030520.KQ,1027530.8657563955,28
2020-01-02,KR,053280.KQ,847287.4467467252,29
2020-01-02,KR,083930.KQ,801730.1487536348,30
2020-02-03,KR,215600.KQ,95920250.81578948,1
2020-02-03,KR,005380.KS,79477726.47421846,2
2020-02-03,KR,009150.KS,64509921.934120074,3
2020-02-03,KR,012330.KS,41922559.77604089,4
2020-02-03,KR,036540.KQ,38135701.02142858,5
2020-02-03,KR,180640.KQ,35698994.11668747,6
2020-02-03,KR,053800.KQ,33420971.77439938,7
2020-02-03,KR,034220.KS,24489506.754206963,8
2020-02-03,KR,020150.KQ,19060156.69003701,9
2020-02-03,KR,000990.KS,16982698.792728283,10
2020-02-03,KR,086790.KS,15605840.32089763,11
2020-02-03,KR,032640.KQ,14986210.438931068,12
2020-02-03,KR,218410.KS,14698308.675383065,13
2020-02-03,KR,035900.KQ,13235271.115296494,14
2020-02-03,KR,122870.KQ,10678134.261182448,15
2020-02-03,KR,003490.KS,9259137.20174658,16
2020-02-03,KR,002790.KS,8277756.085545996,17
2020-02-03,KR,047810.KS,7957367.66029752,18
2020-02-03,KR,024110.KS,7391452.489835528,19
2020-02-03,KR,034020.KS,5759365.463326793,20
2020-02-03,KR,069960.KQ,5678194.84680128,21
2020-02-03,KR,036460.KQ,5219214.673058991,22
2020-02-03,KR,114090.KQ,4041435.4708617255,23
2020-02-03,KR,060150.KQ,3928569.3011278203,24
2020-02-03,KR,030000.KS,3905237.673893952,25
2020-02-03,KR,030520.KQ,2821417.3815789474,26
2020-02-03,KR,041590.KQ,2809383.1550656436,27
2020-02-03,KR,138930.KS,2562275.8272365485,28
2020-02-03,KR,078890.KQ,1278131.2957858208,29
2020-02-03,KR,079370.KQ,811881.5984032836,30
2020-03-02,KR,180640.KQ,111787099.89451921,1
2020-03-02,KR,009150.KS,87838013.85399349,2
2020-03-02,KR,005380.KS,74625513.43398614,3
2020-03-02,KR,012330.KS,35933461.611352205,4
2020-03-02,KR,036540.KQ,35479570.319548875,5
2020-03-02,KR,034220.KS,28176100.14303098,6
2020-03-02,KR,215600.KQ,27361113.639097743,7
2020-03-02,KR,032640.KQ,20639067.355875973,8
2020-03-02,KR,020150.KQ,19684415.941296995,9
2020-03-02,KR,086790.KS,17941087.010020487,10
2020-03-02,KR,003490.KS,16843892.815773983,11
2020-03-02,KR,000990.KS,14334236.316203007,12
2020-03-02,KR,218410.KS,11155538.530345764,13
2020-03-02,KR,024110.KS,9036374.190771908,14
2020-03-02,KR,047810.KS,8163784.45747232,15
2020-03-02,KR,002790.KS,8014401.584783101,16
2020-03-02,KR,035900.KQ,7038700.246906941,17
2020-03-02,KR,034020.KS,6729050.168228218,18
2020-03-02,KR,122870.KQ,6200475.7204582505,19
2020-03-02,KR,053800.KQ,5351539.111532543,20
2020-03-02,KR,036460.KQ,5105828.541347951,21
2020-03-02,KR,069960.KQ,4611888.519627733,22
2020-03-02,KR,030000.KS,4245984.117685988,23
2020-03-02,KR,114090.KQ,3965919.4098249907,24
2020-03-02,KR,192250.KQ,3796193.251636257,25
2020-03-02,KR,138930.KS,2964434.0043137264,26
2020-03-02,KR,060150.KQ,2517314.0210526315,27
2020-03-02,KR,030520.KQ,1933413.380451128,28
2020-03-02,KR,194700.KQ,1466864.7780329243,29
2020-03-02,KR,078890.KQ,1030530.7465973224,30
2020-04-01,KR,180640.KQ,208566127.81911066,1
2020-04-01,KR,005380.KS,121681448.07921994,2
2020-04-01,KR,009150.KS,98235267.96430716,3
2020-04-01,KR,218410.KS,60120688.207708456,4
2020-04-01,KR,215600.KQ,47853543.098120295,5
2020-04-01,KR,012330.KS,45591698.89566789,6
2020-04-01,KR,036540.KQ,32326594.283082712,7
2020-04-01,KR,034220.KS,30193392.14117974,8
2020-04-01,KR,086790.KS,29025415.666332573,9
2020-04-01,KR,003490.KS,27907178.89340369,10
2020-04-01,KR,020150.KQ,25963703.739233367,11
2020-04-01,KR,000990.KS,18300207.79839389,12
2020-04-01,KR,032640.KQ,13242591.553697007,13
2020-04-01,KR,034020.KS,11015345.365918301,14
2020-04-01,KR,024110.KS,10114314.289402662,15
2020-04-01,KR,053800.KQ,10093259.357948925,16
2020-04-01,KR,047810.KS,9785218.835902954,17
2020-04-01,KR,035900.KQ,9458116.735997526,18
2020-04-01,KR,122870.KQ,7263572.061363004,19
2020-04-01,KR,002790.KS,7052877.558281692,20
2020-04-01,KR,030000.KS,7015952.879932816,21
2020-04-01,KR,036460.KQ,5540436.078410222,22
2020-04-01,KR,138930.KS,4295615.514211691,23
2020-04-01,KR,069960.KQ,4083003.7702967874,24
2020-04-01,KR,114090.KQ,3185455.582169328,25
2020-04-01,KR,060150.KQ,3181221.6646616543,26
2020-04-01,KR,030520.KQ,2775206.1699248124,27
2020-04-01,KR,067000.KQ,2361155.445622999,28
2020-04-01,KR,194700.KQ,1771354.5377057393,29
2020-04-01,KR,083930.KQ,1105739.6463439392,30
2020-05-04,KR,180640.KQ,294336233.4157161,1
2020-05-04,KR,005380.KS,115840054.28522411,2
2020-05-04,KR,009150.KS,77977699.54596981,3
2020-05-04,KR,215600.KQ,53096444.32330827,4
2020-05-04,KR,012330.KS,44551953.9083676,5
2020-05-04,KR,218410.KS,43033010.31520501,6
2020-05-04,KR,003490.KS,36580359.02228607,7
2020-05-04,KR,086790.KS,31168030.379036732,8
2020-05-04,KR,036540.KQ,25127936.25808271,9
2020-05-04,KR,047810.KS,23633392.58207362,10
2020-05-04,KR,020150.KQ,23527882.457253512,11
2020-05-04,KR,000990.KS,21044095.9483792,12
2020-05-04,KR,034220.KS,19038037.212395296,13
2020-05-04,KR,032640.KQ,14762052.274452245,14
2020-05-04,KR,024110.KS,11725726.829904292,15
2020-05-04,KR,034020.KS,10995682.95681269,16
2020-05-04,KR,030520.KQ,10386117.146240601,17
2020-05-04,KR,002790.KS,8595121.201594517,18
2020-05-04,KR,030000.KS,8489192.275755588,19
2020-05-04,KR,035900.KQ,8083157.314913285,20
2020-05-04,KR,053800.KQ,7630008.595368597,21
2020-05-04,KR,036460.KQ,6700426.690777944,22
2020-05-04,KR,122870.KQ,6629000.003562617,23
2020-05-04,KR,069960.KQ,5116068.448022644,24
2020-05-04,KR,114090.KQ,3956291.2864106195,25
2020-05-04,KR,060150.KQ,3886219.2842105264,26
2020-05-04,KR,138930.KS,3478897.586399284,27
2020-05-04,KR,067000.KQ,3196222.580547839,28
2020-05-04,KR,194700.KQ,3108005.495774274,29
2020-05-04,KR,192250.KQ,1315696.9774845806,30
2020-06-01,KR,180640.KQ,113204922.00547376,1
2020-06-01,KR,005380.KS,87955356.95900436,2
2020-06-01,KR,009150.KS,63266441.25205417,3
2020-06-01,KR,215600.KQ,46472283.61654135,4
2020-06-01,KR,012330.KS,37729382.25261161,5
2020-06-01,KR,000990.KS,32019207.464524202,6
2020-06-01,KR,086790.KS,29202970.002978005,7
2020-06-01,KR,036540.KQ,25135572.287218045,8
2020-06-01,KR,020150.KQ,22964743.848779075,9
2020-06-01,KR,003490.KS,22794583.802931197,10
2020-06-01,KR,034220.KS,16580292.69828782,11
2020-06-01,KR,032640.KQ,16380364.708932465,12
2020-06-01,KR,218410.KS,15492010.632450512,13
2020-06-01,KR,047810.KS,12485919.449720468,14
2020-06-01,KR,035900.KQ,12231327.00996336,15
2020-06-01,KR,024110.KS,10563417.034708885,16
2020-06-01,KR,192250.KQ,9121415.546352465,17
2020-06-01,KR,060150.KQ,8906810.318421055,18
2020-06-01,KR,034020.KS,8456412.908569153,19
2020-06-01,KR,122870.KQ,7409390.363183227,20
2020-06-01,KR,030000.KS,6810976.92270989,21
2020-06-01,KR,002790.KS,6442489.0687756995,22
2020-06-01,KR,069960.KQ,6290421.053301956,23
2020-06-01,KR,036460.KQ,4526112.012964345,24
2020-06-01,KR,194700.KQ,4519961.508810943,25
2020-06-01,KR,138930.KS,4321649.47834425,26
2020-06-01,KR,030520.KQ,4010748.714285714,27
2020-06-01,KR,053800.KQ,3668819.799275288,28
2020-06-01,KR,114090.KQ,3512807.041155721,29
2020-06-01,KR,067000.KQ,2610050.731072007,30
2020-07-01,KR,005380.KS,98305455.64302221,1
2020-07-01,KR,009150.KS,62210015.42219456,2
2020-07-01,KR,180640.KQ,54516691.510802105,3
2020-07-01,KR,012330.KS,52135957.6815255,4
2020-07-01,KR,215600.KQ,46472283.61654135,5
2020-07-01,KR,020150.KQ,32990261.84754346,6
2020-07-01,KR,086790.KS,30765666.020698935,7
2020-07-01,KR,034220.KS,30492964.125353396,8
2020-07-01,KR,003490.KS,24681269.4172085,9
2020-07-01,KR,122870.KQ,21605231.065054707,10
2020-07-01,KR,000990.KS,20510713.377290808,11
2020-07-01,KR,047810.KS,18793574.718638025,12
2020-07-01,KR,218410.KS,15028004.956619551,13
2020-07-01,KR,035900.KQ,14777859.162092049,14
2020-07-01,KR,032640.KQ,14636546.549372282,15
2020-07-01,KR,024110.KS,14125776.16949878,16
2020-07-01,KR,034020.KS,11115082.965697613,17
2020-07-01,KR,002790.KS,10223756.15741468,18
2020-07-01,KR,036540.KQ,8929723.94774436,19
2020-07-01,KR,030520.KQ,8587326.703007517,20
2020-07-01,KR,030000.KS,6925215.954798153,21
2020-07-01,KR,069960.KQ,5587778.400428072,22
2020-07-01,KR,036460.KQ,5304274.174316994,23
2020-07-01,KR,114090.KQ,5257381.334994677,24
2020-07-01,KR,060150.KQ,4855738.604511278,25
2020-07-01,KR,138930.KS,4507436.656752048,26
2020-07-01,KR,194700.KQ,4495950.95658115,27
2020-07-01,KR,053800.KQ,3650776.874435503,28
2020-07-01,KR,079370.KQ,3319830.3147203946,29
2020-07-01,KR,067000.KQ,2838548.764016279,30
2020-08-03,KR,005380.KS,169715104.91156423,1
2020-08-03,KR,034020.KS,69110226.63981569,2
2020-08-03,KR,009150.KS,63850964.99985697,3
2020-08-03,KR,012330.KS,61444268.29569373,4
2020-08-03,KR,215600.KQ,46472283.61654135,5
2020-08-03,KR,035900.KQ,33772204.61875757,6
2020-08-03,KR,036540.KQ,32384431.92932331,7
2020-08-03,KR,180640.KQ,31751847.057919405,8
2020-08-03,KR,000990.KS,29923542.350186355,9
2020-08-03,KR,086790.KS,24457516.51481218,10
2020-08-03,KR,034220.KS,23316948.242026735,11
2020-08-03,KR,003490.KS,21678568.974349745,12
2020-08-03,KR,218410.KS,19903463.028894506,13
2020-08-03,KR,020150.KQ,17971331.19114882,14
2020-08-03,KR,122870.KQ,14080628.992392946,15
2020-08-03,KR,032640.KQ,13601640.916188616,16
2020-08-03,KR,053800.KQ,11661117.213449983,17
2020-08-03,KR,060150.KQ,11083374.051127821,18
